image_name,character
Sample051/img051-00396,o
Sample051/img051-00625,o
Sample051/img051-00143,o
Sample051/img051-00157,o
Sample051/img051-00631,o
Sample051/img051-00619,o
Sample051/img051-00180,o
Sample051/img051-00194,o
Sample051/img051-00802,o
Sample051/img051-00816,o
Sample051/img051-00989,o
Sample051/img051-00751,o
Sample051/img051-00037,o
Sample051/img051-00023,o
Sample051/img051-00745,o
Sample051/img051-00779,o
Sample051/img051-00792,o
Sample051/img051-00786,o
Sample051/img051-00976,o
Sample051/img051-00962,o
Sample051/img051-00235,o
Sample051/img051-00553,o
Sample051/img051-00547,o
Sample051/img051-00221,o
Sample051/img051-00209,o
Sample051/img051-00590,o
Sample051/img051-00584,o
Sample051/img051-00585,o
Sample051/img051-00591,o
Sample051/img051-00208,o
Sample051/img051-00546,o
Sample051/img051-00220,o
Sample051/img051-00234,o
Sample051/img051-00552,o
Sample051/img051-00963,o
Sample051/img051-00977,o
Sample051/img051-00787,o
Sample051/img051-00793,o
Sample051/img051-00778,o
Sample051/img051-00022,o
Sample051/img051-00744,o
Sample051/img051-00750,o
Sample051/img051-00988,o
Sample051/img051-00036,o
Sample051/img051-00817,o
Sample051/img051-00803,o
Sample051/img051-00195,o
Sample051/img051-00181,o
Sample051/img051-00618,o
Sample051/img051-00156,o
Sample051/img051-00630,o
Sample051/img051-00624,o
Sample051/img051-00142,o
Sample051/img051-00397,o
Sample051/img051-00383,o
Sample051/img051-00368,o
Sample051/img051-00432,o
Sample051/img051-00354,o
Sample051/img051-00340,o
Sample051/img051-00426,o
Sample051/img051-01005,o
Sample051/img051-00469,o
Sample051/img051-01011,o
Sample051/img051-00327,o
Sample051/img051-00441,o
Sample051/img051-00455,o
Sample051/img051-00333,o
Sample051/img051-00482,o
Sample051/img051-00496,o
Sample051/img051-00119,o
Sample051/img051-00643,o
Sample051/img051-00125,o
Sample051/img051-00131,o
Sample051/img051-00657,o
Sample051/img051-00864,o
Sample051/img051-00870,o
Sample051/img051-00858,o
Sample051/img051-00680,o
Sample051/img051-00694,o
Sample051/img051-00079,o
Sample051/img051-00737,o
Sample051/img051-00051,o
Sample051/img051-00045,o
Sample051/img051-00723,o
Sample051/img051-00910,o
Sample051/img051-00904,o
Sample051/img051-00092,o
Sample051/img051-00086,o
Sample051/img051-00938,o
Sample051/img051-00509,o
Sample051/img051-00253,o
Sample051/img051-00535,o
Sample051/img051-00521,o
Sample051/img051-00247,o
Sample051/img051-00290,o
Sample051/img051-00284,o
Sample051/img051-00285,o
Sample051/img051-00291,o
Sample051/img051-00520,o
Sample051/img051-00246,o
Sample051/img051-00252,o
Sample051/img051-00534,o
Sample051/img051-00508,o
Sample051/img051-00087,o
Sample051/img051-00939,o
Sample051/img051-00093,o
Sample051/img051-00905,o
Sample051/img051-00911,o
Sample051/img051-00044,o
Sample051/img051-00722,o
Sample051/img051-00736,o
Sample051/img051-00050,o
Sample051/img051-00078,o
Sample051/img051-00695,o
Sample051/img051-00681,o
Sample051/img051-00859,o
Sample051/img051-00871,o
Sample051/img051-00865,o
Sample051/img051-00130,o
Sample051/img051-00656,o
Sample051/img051-00642,o
Sample051/img051-00124,o
Sample051/img051-00118,o
Sample051/img051-00497,o
Sample051/img051-00483,o
Sample051/img051-00454,o
Sample051/img051-00332,o
Sample051/img051-00326,o
Sample051/img051-00440,o
Sample051/img051-00468,o
Sample051/img051-01010,o
Sample051/img051-01004,o
Sample051/img051-01012,o
Sample051/img051-00318,o
Sample051/img051-01006,o
Sample051/img051-00330,o
Sample051/img051-00456,o
Sample051/img051-00442,o
Sample051/img051-00324,o
Sample051/img051-00495,o
Sample051/img051-00481,o
Sample051/img051-00668,o
Sample051/img051-00654,o
Sample051/img051-00132,o
Sample051/img051-00126,o
Sample051/img051-00640,o
Sample051/img051-00898,o
Sample051/img051-00873,o
Sample051/img051-00867,o
Sample051/img051-00697,o
Sample051/img051-00683,o
Sample051/img051-00708,o
Sample051/img051-00720,o
Sample051/img051-00046,o
Sample051/img051-00052,o
Sample051/img051-00734,o
Sample051/img051-00907,o
Sample051/img051-00913,o
Sample051/img051-00085,o
Sample051/img051-00091,o
Sample051/img051-00278,o
Sample051/img051-00244,o
Sample051/img051-00522,o
Sample051/img051-00536,o
Sample051/img051-00250,o
Sample051/img051-00287,o
Sample051/img051-00293,o
Sample051/img051-00292,o
Sample051/img051-00286,o
Sample051/img051-00537,o
Sample051/img051-00251,o
Sample051/img051-00245,o
Sample051/img051-00523,o
Sample051/img051-00279,o
Sample051/img051-00090,o
Sample051/img051-00084,o
Sample051/img051-00912,o
Sample051/img051-00906,o
Sample051/img051-00053,o
Sample051/img051-00735,o
Sample051/img051-00721,o
Sample051/img051-00047,o
Sample051/img051-00709,o
Sample051/img051-00682,o
Sample051/img051-00696,o
Sample051/img051-00866,o
Sample051/img051-00872,o
Sample051/img051-00127,o
Sample051/img051-00899,o
Sample051/img051-00641,o
Sample051/img051-00655,o
Sample051/img051-00133,o
Sample051/img051-00669,o
Sample051/img051-00480,o
Sample051/img051-00494,o
Sample051/img051-00443,o
Sample051/img051-00325,o
Sample051/img051-00331,o
Sample051/img051-00457,o
Sample051/img051-01007,o
Sample051/img051-00319,o
Sample051/img051-01013,o
Sample051/img051-00453,o
Sample051/img051-00335,o
Sample051/img051-00321,o
Sample051/img051-00447,o
Sample051/img051-00309,o
Sample051/img051-01003,o
Sample051/img051-00490,o
Sample051/img051-00484,o
Sample051/img051-00137,o
Sample051/img051-00651,o
Sample051/img051-00889,o
Sample051/img051-00645,o
Sample051/img051-00123,o
Sample051/img051-00679,o
Sample051/img051-00692,o
Sample051/img051-00686,o
Sample051/img051-00876,o
Sample051/img051-00862,o
Sample051/img051-00043,o
Sample051/img051-00725,o
Sample051/img051-00731,o
Sample051/img051-00057,o
Sample051/img051-00719,o
Sample051/img051-00080,o
Sample051/img051-00094,o
Sample051/img051-00902,o
Sample051/img051-00916,o
Sample051/img051-00527,o
Sample051/img051-00241,o
Sample051/img051-00255,o
Sample051/img051-00533,o
Sample051/img051-00269,o
Sample051/img051-00282,o
Sample051/img051-00296,o
Sample051/img051-00297,o
Sample051/img051-00283,o
Sample051/img051-00268,o
Sample051/img051-00254,o
Sample051/img051-00532,o
Sample051/img051-00526,o
Sample051/img051-00240,o
Sample051/img051-00917,o
Sample051/img051-00903,o
Sample051/img051-00095,o
Sample051/img051-00081,o
Sample051/img051-00718,o
Sample051/img051-00730,o
Sample051/img051-00056,o
Sample051/img051-00042,o
Sample051/img051-00724,o
Sample051/img051-00863,o
Sample051/img051-00877,o
Sample051/img051-00687,o
Sample051/img051-00693,o
Sample051/img051-00678,o
Sample051/img051-00644,o
Sample051/img051-00122,o
Sample051/img051-00136,o
Sample051/img051-00888,o
Sample051/img051-00650,o
Sample051/img051-00485,o
Sample051/img051-00491,o
Sample051/img051-01002,o
Sample051/img051-01016,o
Sample051/img051-00308,o
Sample051/img051-00320,o
Sample051/img051-00446,o
Sample051/img051-00452,o
Sample051/img051-00334,o
Sample051/img051-00444,o
Sample051/img051-00322,o
Sample051/img051-00336,o
Sample051/img051-00450,o
Sample051/img051-00478,o
Sample051/img051-01000,o
Sample051/img051-01014,o
Sample051/img051-00487,o
Sample051/img051-00493,o
Sample051/img051-00120,o
Sample051/img051-00646,o
Sample051/img051-00652,o
Sample051/img051-00134,o
Sample051/img051-00108,o
Sample051/img051-00685,o
Sample051/img051-00849,o
Sample051/img051-00691,o
Sample051/img051-00861,o
Sample051/img051-00875,o
Sample051/img051-00054,o
Sample051/img051-00732,o
Sample051/img051-00726,o
Sample051/img051-00040,o
Sample051/img051-00068,o
Sample051/img051-00097,o
Sample051/img051-00929,o
Sample051/img051-00083,o
Sample051/img051-00915,o
Sample051/img051-00901,o
Sample051/img051-00530,o
Sample051/img051-00256,o
Sample051/img051-00242,o
Sample051/img051-00524,o
Sample051/img051-00518,o
Sample051/img051-00295,o
Sample051/img051-00281,o
Sample051/img051-00280,o
Sample051/img051-00294,o
Sample051/img051-00519,o
Sample051/img051-00243,o
Sample051/img051-00525,o
Sample051/img051-00531,o
Sample051/img051-00257,o
Sample051/img051-00900,o
Sample051/img051-00914,o
Sample051/img051-00082,o
Sample051/img051-00096,o
Sample051/img051-00928,o
Sample051/img051-00069,o
Sample051/img051-00727,o
Sample051/img051-00041,o
Sample051/img051-00055,o
Sample051/img051-00733,o
Sample051/img051-00874,o
Sample051/img051-00860,o
Sample051/img051-00690,o
Sample051/img051-00848,o
Sample051/img051-00684,o
Sample051/img051-00109,o
Sample051/img051-00653,o
Sample051/img051-00135,o
Sample051/img051-00121,o
Sample051/img051-00647,o
Sample051/img051-00492,o
Sample051/img051-00486,o
Sample051/img051-01015,o
Sample051/img051-00479,o
Sample051/img051-01001,o
Sample051/img051-00337,o
Sample051/img051-00451,o
Sample051/img051-00445,o
Sample051/img051-00323,o
Sample051/img051-00448,o
Sample051/img051-00306,o
Sample051/img051-00460,o
Sample051/img051-00474,o
Sample051/img051-00312,o
Sample051/img051-00886,o
Sample051/img051-00138,o
Sample051/img051-00892,o
Sample051/img051-00662,o
Sample051/img051-00104,o
Sample051/img051-00110,o
Sample051/img051-00676,o
Sample051/img051-00845,o
Sample051/img051-00851,o
Sample051/img051-00689,o
Sample051/img051-00879,o
Sample051/img051-00058,o
Sample051/img051-00716,o
Sample051/img051-00070,o
Sample051/img051-00064,o
Sample051/img051-00702,o
Sample051/img051-00931,o
Sample051/img051-00925,o
Sample051/img051-00919,o
Sample051/img051-00528,o
Sample051/img051-00272,o
Sample051/img051-00514,o
Sample051/img051-00500,o
Sample051/img051-00266,o
Sample051/img051-00299,o
Sample051/img051-00298,o
Sample051/img051-00501,o
Sample051/img051-00267,o
Sample051/img051-00273,o
Sample051/img051-00515,o
Sample051/img051-00529,o
Sample051/img051-00918,o
Sample051/img051-00924,o
Sample051/img051-00930,o
Sample051/img051-00065,o
Sample051/img051-00703,o
Sample051/img051-00717,o
Sample051/img051-00071,o
Sample051/img051-00059,o
Sample051/img051-00878,o
Sample051/img051-00688,o
Sample051/img051-00850,o
Sample051/img051-00844,o
Sample051/img051-00111,o
Sample051/img051-00677,o
Sample051/img051-00663,o
Sample051/img051-00105,o
Sample051/img051-00893,o
Sample051/img051-00887,o
Sample051/img051-00139,o
Sample051/img051-00475,o
Sample051/img051-00313,o
Sample051/img051-00307,o
Sample051/img051-00461,o
Sample051/img051-00449,o
Sample051/img051-00339,o
Sample051/img051-00311,o
Sample051/img051-00477,o
Sample051/img051-00463,o
Sample051/img051-00305,o
Sample051/img051-00488,o
Sample051/img051-00649,o
Sample051/img051-00891,o
Sample051/img051-00885,o
Sample051/img051-00675,o
Sample051/img051-00113,o
Sample051/img051-00107,o
Sample051/img051-00661,o
Sample051/img051-00852,o
Sample051/img051-00846,o
Sample051/img051-00729,o
Sample051/img051-00701,o
Sample051/img051-00067,o
Sample051/img051-00073,o
Sample051/img051-00715,o
Sample051/img051-00926,o
Sample051/img051-00098,o
Sample051/img051-00932,o
Sample051/img051-00259,o
Sample051/img051-00265,o
Sample051/img051-00503,o
Sample051/img051-00517,o
Sample051/img051-00271,o
Sample051/img051-00516,o
Sample051/img051-00270,o
Sample051/img051-00264,o
Sample051/img051-00502,o
Sample051/img051-00258,o
Sample051/img051-00933,o
Sample051/img051-00927,o
Sample051/img051-00099,o
Sample051/img051-00072,o
Sample051/img051-00714,o
Sample051/img051-00700,o
Sample051/img051-00066,o
Sample051/img051-00728,o
Sample051/img051-00847,o
Sample051/img051-00853,o
Sample051/img051-00106,o
Sample051/img051-00660,o
Sample051/img051-00674,o
Sample051/img051-00112,o
Sample051/img051-00884,o
Sample051/img051-00890,o
Sample051/img051-00648,o
Sample051/img051-00489,o
Sample051/img051-00462,o
Sample051/img051-00304,o
Sample051/img051-00310,o
Sample051/img051-00476,o
Sample051/img051-00338,o
Sample051/img051-00472,o
Sample051/img051-00314,o
Sample051/img051-00300,o
Sample051/img051-00466,o
Sample051/img051-00328,o
Sample051/img051-00499,o
Sample051/img051-00116,o
Sample051/img051-00670,o
Sample051/img051-00664,o
Sample051/img051-00102,o
Sample051/img051-00894,o
Sample051/img051-00658,o
Sample051/img051-00880,o
Sample051/img051-00857,o
Sample051/img051-00843,o
Sample051/img051-00062,o
Sample051/img051-00704,o
Sample051/img051-00710,o
Sample051/img051-00076,o
Sample051/img051-00738,o
Sample051/img051-00923,o
Sample051/img051-00937,o
Sample051/img051-00089,o
Sample051/img051-00506,o
Sample051/img051-00260,o
Sample051/img051-00274,o
Sample051/img051-00512,o
Sample051/img051-00248,o
Sample051/img051-00249,o
Sample051/img051-00275,o
Sample051/img051-00513,o
Sample051/img051-00507,o
Sample051/img051-00261,o
Sample051/img051-00936,o
Sample051/img051-00088,o
Sample051/img051-00922,o
Sample051/img051-00739,o
Sample051/img051-00711,o
Sample051/img051-00077,o
Sample051/img051-00063,o
Sample051/img051-00705,o
Sample051/img051-00842,o
Sample051/img051-00856,o
Sample051/img051-00881,o
Sample051/img051-00659,o
Sample051/img051-00895,o
Sample051/img051-00665,o
Sample051/img051-00103,o
Sample051/img051-00117,o
Sample051/img051-00671,o
Sample051/img051-00498,o
Sample051/img051-00329,o
Sample051/img051-00301,o
Sample051/img051-00467,o
Sample051/img051-00473,o
Sample051/img051-00315,o
Sample051/img051-00465,o
Sample051/img051-00303,o
Sample051/img051-00317,o
Sample051/img051-01009,o
Sample051/img051-00471,o
Sample051/img051-00459,o
Sample051/img051-00101,o
Sample051/img051-00667,o
Sample051/img051-00673,o
Sample051/img051-00115,o
Sample051/img051-00883,o
Sample051/img051-00897,o
Sample051/img051-00129,o
Sample051/img051-00868,o
Sample051/img051-00840,o
Sample051/img051-00698,o
Sample051/img051-00854,o
Sample051/img051-00075,o
Sample051/img051-00713,o
Sample051/img051-00707,o
Sample051/img051-00061,o
Sample051/img051-00049,o
Sample051/img051-00908,o
Sample051/img051-00934,o
Sample051/img051-00920,o
Sample051/img051-00511,o
Sample051/img051-00277,o
Sample051/img051-00263,o
Sample051/img051-00505,o
Sample051/img051-00539,o
Sample051/img051-00288,o
Sample051/img051-00289,o
Sample051/img051-00538,o
Sample051/img051-00262,o
Sample051/img051-00504,o
Sample051/img051-00510,o
Sample051/img051-00276,o
Sample051/img051-00921,o
Sample051/img051-00935,o
Sample051/img051-00909,o
Sample051/img051-00048,o
Sample051/img051-00706,o
Sample051/img051-00060,o
Sample051/img051-00074,o
Sample051/img051-00712,o
Sample051/img051-00855,o
Sample051/img051-00699,o
Sample051/img051-00841,o
Sample051/img051-00869,o
Sample051/img051-00896,o
Sample051/img051-00128,o
Sample051/img051-00882,o
Sample051/img051-00672,o
Sample051/img051-00114,o
Sample051/img051-00100,o
Sample051/img051-00666,o
Sample051/img051-00458,o
Sample051/img051-01008,o
Sample051/img051-00316,o
Sample051/img051-00470,o
Sample051/img051-00464,o
Sample051/img051-00302,o
Sample051/img051-00359,o
Sample051/img051-00403,o
Sample051/img051-00365,o
Sample051/img051-00371,o
Sample051/img051-00417,o
Sample051/img051-00629,o
Sample051/img051-00167,o
Sample051/img051-00601,o
Sample051/img051-00615,o
Sample051/img051-00173,o
Sample051/img051-00198,o
Sample051/img051-00826,o
Sample051/img051-00832,o
Sample051/img051-00991,o
Sample051/img051-00749,o
Sample051/img051-00985,o
Sample051/img051-00013,o
Sample051/img051-00775,o
Sample051/img051-00761,o
Sample051/img051-00007,o
Sample051/img051-00952,o
Sample051/img051-00946,o
Sample051/img051-00239,o
Sample051/img051-00577,o
Sample051/img051-00211,o
Sample051/img051-00205,o
Sample051/img051-00563,o
Sample051/img051-00588,o
Sample051/img051-00589,o
Sample051/img051-00204,o
Sample051/img051-00562,o
Sample051/img051-00576,o
Sample051/img051-00210,o
Sample051/img051-00238,o
Sample051/img051-00947,o
Sample051/img051-00953,o
Sample051/img051-00760,o
Sample051/img051-00006,o
Sample051/img051-00012,o
Sample051/img051-00774,o
Sample051/img051-00984,o
Sample051/img051-00748,o
Sample051/img051-00990,o
Sample051/img051-00833,o
Sample051/img051-00199,o
Sample051/img051-00827,o
Sample051/img051-00614,o
Sample051/img051-00172,o
Sample051/img051-00166,o
Sample051/img051-00600,o
Sample051/img051-00628,o
Sample051/img051-00370,o
Sample051/img051-00416,o
Sample051/img051-00402,o
Sample051/img051-00364,o
Sample051/img051-00358,o
Sample051/img051-00428,o
Sample051/img051-00414,o
Sample051/img051-00372,o
Sample051/img051-00366,o
Sample051/img051-00400,o
Sample051/img051-00399,o
Sample051/img051-00158,o
Sample051/img051-00170,o
Sample051/img051-00616,o
Sample051/img051-00602,o
Sample051/img051-00164,o
Sample051/img051-00831,o
Sample051/img051-00825,o
Sample051/img051-00819,o
Sample051/img051-00038,o
Sample051/img051-00986,o
Sample051/img051-00992,o
Sample051/img051-00004,o
Sample051/img051-00762,o
Sample051/img051-00776,o
Sample051/img051-00010,o
Sample051/img051-00945,o
Sample051/img051-00789,o
Sample051/img051-00951,o
Sample051/img051-00979,o
Sample051/img051-00548,o
Sample051/img051-00560,o
Sample051/img051-00206,o
Sample051/img051-00212,o
Sample051/img051-00574,o
Sample051/img051-00213,o
Sample051/img051-00575,o
Sample051/img051-00561,o
Sample051/img051-00207,o
Sample051/img051-00549,o
Sample051/img051-00978,o
Sample051/img051-00950,o
Sample051/img051-00788,o
Sample051/img051-00944,o
Sample051/img051-00777,o
Sample051/img051-00011,o
Sample051/img051-00005,o
Sample051/img051-00763,o
Sample051/img051-00993,o
Sample051/img051-00039,o
Sample051/img051-00987,o
Sample051/img051-00818,o
Sample051/img051-00824,o
Sample051/img051-00830,o
Sample051/img051-00603,o
Sample051/img051-00165,o
Sample051/img051-00171,o
Sample051/img051-00617,o
Sample051/img051-00159,o
Sample051/img051-00398,o
Sample051/img051-00367,o
Sample051/img051-00401,o
Sample051/img051-00415,o
Sample051/img051-00373,o
Sample051/img051-00429,o
Sample051/img051-00377,o
Sample051/img051-00411,o
Sample051/img051-00405,o
Sample051/img051-00363,o
Sample051/img051-00439,o
Sample051/img051-00388,o
Sample051/img051-00613,o
Sample051/img051-00175,o
Sample051/img051-00161,o
Sample051/img051-00607,o
Sample051/img051-00149,o
Sample051/img051-00808,o
Sample051/img051-00834,o
Sample051/img051-00820,o
Sample051/img051-00767,o
Sample051/img051-00001,o
Sample051/img051-00015,o
Sample051/img051-00773,o
Sample051/img051-00983,o
Sample051/img051-00029,o
Sample051/img051-00997,o
Sample051/img051-00968,o
Sample051/img051-00798,o
Sample051/img051-00940,o
Sample051/img051-00954,o
Sample051/img051-00203,o
Sample051/img051-00565,o
Sample051/img051-00571,o
Sample051/img051-00217,o
Sample051/img051-00559,o
Sample051/img051-00558,o
Sample051/img051-00570,o
Sample051/img051-00216,o
Sample051/img051-00202,o
Sample051/img051-00564,o
Sample051/img051-00955,o
Sample051/img051-00941,o
Sample051/img051-00799,o
Sample051/img051-00969,o
Sample051/img051-00028,o
Sample051/img051-00996,o
Sample051/img051-00982,o
Sample051/img051-00014,o
Sample051/img051-00772,o
Sample051/img051-00766,o
Sample051/img051-00821,o
Sample051/img051-00835,o
Sample051/img051-00809,o
Sample051/img051-00148,o
Sample051/img051-00160,o
Sample051/img051-00606,o
Sample051/img051-00612,o
Sample051/img051-00174,o
Sample051/img051-00389,o
Sample051/img051-00438,o
Sample051/img051-00404,o
Sample051/img051-00362,o
Sample051/img051-00376,o
Sample051/img051-00410,o
Sample051/img051-00360,o
Sample051/img051-00406,o
Sample051/img051-00412,o
Sample051/img051-00374,o
Sample051/img051-00348,o
Sample051/img051-00604,o
Sample051/img051-00162,o
Sample051/img051-00176,o
Sample051/img051-00610,o
Sample051/img051-00638,o
Sample051/img051-00823,o
Sample051/img051-00189,o
Sample051/img051-00837,o
Sample051/img051-00770,o
Sample051/img051-00016,o
Sample051/img051-00002,o
Sample051/img051-00764,o
Sample051/img051-00994,o
Sample051/img051-00980,o
Sample051/img051-00758,o
Sample051/img051-00957,o
Sample051/img051-00943,o
Sample051/img051-00214,o
Sample051/img051-00572,o
Sample051/img051-00566,o
Sample051/img051-00200,o
Sample051/img051-00228,o
Sample051/img051-00599,o
Sample051/img051-00598,o
Sample051/img051-00229,o
Sample051/img051-00567,o
Sample051/img051-00201,o
Sample051/img051-00215,o
Sample051/img051-00573,o
Sample051/img051-00942,o
Sample051/img051-00956,o
Sample051/img051-00759,o
Sample051/img051-00981,o
Sample051/img051-00995,o
Sample051/img051-00003,o
Sample051/img051-00765,o
Sample051/img051-00771,o
Sample051/img051-00017,o
Sample051/img051-00188,o
Sample051/img051-00836,o
Sample051/img051-00822,o
Sample051/img051-00639,o
Sample051/img051-00177,o
Sample051/img051-00611,o
Sample051/img051-00605,o
Sample051/img051-00163,o
Sample051/img051-00349,o
Sample051/img051-00413,o
Sample051/img051-00375,o
Sample051/img051-00361,o
Sample051/img051-00407,o
Sample056/img056-00485,t
Sample056/img056-00491,t
Sample056/img056-01002,t
Sample056/img056-00308,t
Sample056/img056-01016,t
Sample056/img056-00446,t
Sample056/img056-00320,t
Sample056/img056-00334,t
Sample056/img056-00452,t
Sample056/img056-00863,t
Sample056/img056-00877,t
Sample056/img056-00687,t
Sample056/img056-00693,t
Sample056/img056-00678,t
Sample056/img056-00122,t
Sample056/img056-00644,t
Sample056/img056-00650,t
Sample056/img056-00888,t
Sample056/img056-00136,t
Sample056/img056-00917,t
Sample056/img056-00903,t
Sample056/img056-00095,t
Sample056/img056-00081,t
Sample056/img056-00718,t
Sample056/img056-00056,t
Sample056/img056-00730,t
Sample056/img056-00724,t
Sample056/img056-00042,t
Sample056/img056-00297,t
Sample056/img056-00283,t
Sample056/img056-00268,t
Sample056/img056-00532,t
Sample056/img056-00254,t
Sample056/img056-00240,t
Sample056/img056-00526,t
Sample056/img056-00241,t
Sample056/img056-00527,t
Sample056/img056-00533,t
Sample056/img056-00255,t
Sample056/img056-00269,t
Sample056/img056-00282,t
Sample056/img056-00296,t
Sample056/img056-00725,t
Sample056/img056-00043,t
Sample056/img056-00057,t
Sample056/img056-00731,t
Sample056/img056-00719,t
Sample056/img056-00080,t
Sample056/img056-00094,t
Sample056/img056-00902,t
Sample056/img056-00916,t
Sample056/img056-00889,t
Sample056/img056-00651,t
Sample056/img056-00137,t
Sample056/img056-00123,t
Sample056/img056-00645,t
Sample056/img056-00679,t
Sample056/img056-00692,t
Sample056/img056-00686,t
Sample056/img056-00876,t
